text,category,target,source
"Scheme: আমাদের একটি নতুন সংক্রান্তি শুরু করলাম। আপনার ইমেইল আইডিয়ায় একটি ছোট-বড় বাজারে ভিজিট করতে পারেন?

Lure: এখনো বৃথা। ৩০জনেরও লাভকারী।

Urg",spam,1,synthetic
"দেশে বাড়ছে মাঙ্কি পক্সে আক্রান্তের সংখ্যা, স্বাস্থ্য বিশেষজ্ঞদের নিয়ে বৈঠকে সরকার",updates,2,real
আকর্ষণীয় সব মিনিট প্যাক পাওয়া এখন আরও সহজ! পছন্দের অফারটি বেছে নিতে ডায়াল *৪#,spam,1,real
"রেফারেন্স 4330703255 প্রিয় গ্রাহক, রিপেয়ার পরবর্তী পণ্যটি সংগ্রহের জন্যে ধন্যবাদ। যেকোন প্রয়োজন এ কল করুন 08000300300 বা চ্যাট করুন- https://bit.ly/3onkKky",primary,0,real
"শাওন দয়াযোগ,

মনে করছি তোমার মুখ্য প্রশ্ন সম্পর্কে আমি নির্দেশিত হব.

আগের ২০২১ সালের ২ই ফেব্রুয়ারির সপ্তাহে, আমার শিক্ষাবিদের ২০টি “U-Plus” ফ",primary,0,synthetic
তিনি তার চেয়ে ছোট একটি ছেলের সাথে ঘুমিয়েছিলেন 😭😂 এ একটি মন্তব্যের নতুন উত্তর,social,5,real
আপনার Connects এর মেয়াদ 1 মাসের মধ্যে শেষ হয়ে যাচ্ছে,important,3,real
"আমিনুল ইসলাম কথোপকথনে বার্তা পাঠান ""দুর্জয় (বি)""।",social,5,real
জনাব শাহরিয়ার মঞ্জুর (ACM-ICPC ওয়ার্ল্ড ফাইনাল বিচারক) কি বিবাহিত?,social,5,real
"ফাহমিদা, আপনার ইমেল ঠিকানা যাচাই করুন",important,3,real
স্মার্ট টোন আইফোনে লেগে গিয়েছিল? আজই নতুন সংক্ষিপ্ত বিনামূল্যে আইফোন 13 rতাম্বুল ডায়াবালিরের সাথে বিশাল ক্যাশব্যাক! জন্য ২০% এবং ৩০%।,spam,1,synthetic
"জ্বালানি তেল: ধাপে ধাপে না বাড়িয়ে এক লাফে দাম কেন বাড়ানো হলো, কী বলছে বাংলাদেশ সরকার?",spam,1,real
"topic: নতুন যাচাইকরণ কোড · org: BTCL · action: ২০/০৬/২০২২ হতে ৬ দিনে উপস্থিত হন

নতুন যাচাইকরণ কোড আপনার সাথে লেগেছে, [প্রদত্ত ইমেইল এড্রেস] থেকে [নতুন যাচাইকরণ কোড]। ২০/০৬/২০২২ হতে ৬ দিনে [আপনার] অফিসে উপস্থিত হন।",important,3,synthetic
"Pickaboo ফ্ল্যাশ সেলটি আপনার মুখোমুখি হওয়ার সময়ের জন্য নিজেকে মিশরিং করুন! ৩০% ছাড়ের আগস্ট ১৬-এই ১২টা পর্যন্ত, একজনেরই মতো।

তারপর, Pickabooকেও দ",promotions,4,synthetic
"সেরা অফার মেগা  ডিলসে ! দারাজ Shopamania উপলক্ষে স্মার্টটিভি, ক্যামেরা, ইউ পি এস সহ অন্যান্য প্রয়োজনীয় প্রোডাক্টে পাচ্ছেন ১২,০০০ টাকা পর্যন্ত মূল্যছাড় !",promotions,4,real
"মোঃ মাসুদুর রহমান গ্রুপ কথোপকথনে একটি বার্তা পাঠিয়েছেন ""(CSE-508 | CSE-509) ফল্ট টলারেন্স | D...",social,5,real
এই গ্রুপের মধ্যে একজন ছাত্র ইনস্টাগ্রামে লাইভ করছে। তাকে একটি শীর্ষক চিত্র দিয,social,5,synthetic
"ভাইয়া, আপনার সুবিধাজনক ইমেইল লিখতে আমি ঠিক হব, কিন্তু এখন আমি কোনও উদাহরণের মতো বাস্তবের একটি নতুন বিষয়বস্তুকেইর ইমেইলটা লিখতেছি।

topic: ১০%ফ্যাক্টি-এফিসি'য়্যারিভাবেরলেবেল'এখনখানি'প্রদর্শন
org: State Bank of Bangladesh
action:ধন্যবাদ,আমিবাআপনির'প্রদর্শন'সম্প",important,3,synthetic
"promotions
মার্কেটিং ইমেইল
brand: Bata · product: ঈদ অফার · discount: ৩০% পর্যন্ত ছাড় · deadline: শুধু এই সপ্তাহে

স্বাগতমক, সবচেয়ে আগের কৃতজ্ঞতা!

আজি, Bata শুভেচ্ছা! আমরা বন্ধুত",promotions,4,synthetic
পেজ 'Bangla Tech' এই সপ্তাহে লাইভে এসেছে৷ অফিসিয়াল বিষয়বস্তু: শিক্ষা বিশ্লেষণ | ৫০,social,5,synthetic
"scheme: উপহার দাবি করুন · lure: ৫০ লক্ষ টাকা · urgency: ২৪ ঘণ্টার মধ্যে

স্বাগতিকভাবে আজকের শক্তিশালী মজুরদের জন্য,

যদি আপনি কিছুই হতাহত হতেন, তবে আমরা আমাদের এইট",spam,1,synthetic
